Silhouette_2D,Silhouette_3D,WCSS_2D,WCSS_3D,Davies_Bouldin_2D,Davies_Bouldin_3D,Partition_Coefficient_2D,Partition_Coefficient_3D,Xie_Beni_2D,Xie_Beni_3D,Iterations,Time
0.46658474419000145,0.3502903194008681,142.7165208203911,261.48175904778236,0.716482156943549,1.0457613888158623,0.8715568201560743,0.7896967128962231,0.37624087701158493,0.6896938131535172,23,0.16480708122253418
0.46658474419000145,0.354970904245775,142.71652081353275,255.84959179634475,0.716482156943549,1.0570290781326281,0.8715569710643198,0.8003325677039743,0.37624098495779684,0.6804798517638864,30,0.18104815483093262
0.46658474419000145,0.354970904245775,142.7165208201419,255.8495917932995,0.716482156943549,1.0570290781326281,0.8715594325565827,0.8003325629256896,0.3762427438859888,0.6804797712550112,36,0.21762728691101074
0.46658474419000145,0.354970904245775,142.71652080849296,255.84959181032127,0.716482156943549,1.0570290781326281,0.8715570796089324,0.8003326290879832,0.37624107972081217,0.6804801118877949,27,0.16612863540649414
0.46658474419000145,0.354970904245775,142.71652082061897,255.8495917963101,0.716482156943549,1.0570290781326281,0.8715594100379238,0.8003325697955157,0.37624273203717457,0.6804798475751911,30,0.1792747974395752
0.46658474419000145,0.354970904245775,142.71652082227433,255.84959179875852,0.716482156943549,1.0570290781326281,0.8715568406582291,0.8003325722392137,0.37624086019456804,0.680479911225204,27,0.16727113723754883
0.46658474419000145,0.354970904245775,142.71652080273347,255.8495918158701,0.716482156943549,1.0570290781326281,0.8715572956488981,0.8003318431334856,0.3762411982855781,0.68047721022697,24,0.14398550987243652
0.46658474419000145,0.354970904245775,142.71652082141776,255.84959180054165,0.716482156943549,1.0570290781326281,0.8715568168316398,0.8003320175711609,0.37624086485655783,0.6804772764096441,29,0.17502403259277344
0.46658474419000145,0.354970904245775,142.71652080241444,255.84959179777132,0.716482156943549,1.0570290781326281,0.8715572223565521,0.8003321937541946,0.3762411942644215,0.6804770508723659,24,0.14754033088684082
0.46658474419000145,0.354970904245775,142.71652080755973,255.84959179423151,0.716482156943549,1.0570290781326281,0.8715571442003625,0.8003324562404512,0.3762410959251629,0.6804799543320265,22,0.12982916831970215
0.46658474419000145,0.354970904245775,142.71652081141087,255.8495917955047,0.716482156943549,1.0570290781326281,0.8715590935177454,0.8003320772366663,0.37624256581173665,0.6804773131660535,25,0.14727258682250977
0.46658474419000145,0.354970904245775,142.71652081817143,255.8495917922442,0.716482156943549,1.0570290781326281,0.8715593278372211,0.8003319870439835,0.376242692912196,0.6804775785096151,24,0.14109206199645996
0.46658474419000145,0.3502903194008681,142.71652079972756,261.48175907882444,0.716482156943549,1.0457613888158623,0.8715588581493732,0.7896969705166367,0.37624233437176036,0.6896911494505431,30,0.1784517765045166
0.46658474419000145,0.3502903194008681,142.71652080256177,261.48175905896693,0.716482156943549,1.0457613888158623,0.8715588898084602,0.789698306504687,0.3762424030084107,0.68969436294752,22,0.12712955474853516
