m,n_clusters,Algorithm,Avg_Silhouette_2D,Avg_Silhouette_3D,Avg_WCSS_2D,Avg_Davies_Bouldin_2D,Avg_Partition_Coefficient_2D,Avg_Xie_Beni_2D,Avg_Time
2.0,5,GK-FCM,0.38755744537299613,0.35589606302171833,59.775610080920394,0.9165429399786711,0.6361820272211846,0.41411381213040915,0.14027544657389324
2.0,5,K-Means,0.5546571631111091,0.41664341513732767,65.5684081557168,0.5722356162263352,1.0,0.20911764938025768,0.04410740534464518
2.0,5,ImprovedGathGeva,0.3810163234993251,0.27148341377741303,134.84689446551823,0.9431977849036258,0.9849219309345966,0.6533287343901737,0.047408652305603025
2.0,5,IFCM,0.5546571631111091,0.38057947463443004,43.46435698392544,0.5722356162263352,0.6711211627874655,0.13747825134706435,0.6552988767623902
2.5,3,rseKFCM,0.41735405093072486,0.3156427563106125,69.55514046878137,0.8546642675978835,0.5278535794960395,0.2531738238422235,0.2708608388900757
2.5,3,spKFCM,0.45698856016321876,0.33268541380324285,66.19271084219118,0.7589623395194657,0.5443958757442203,0.21810749424649423,1.9381088336308798
2.5,3,oKFCM,0.4465495492795974,0.34045178186066355,67.36337895627302,0.7861966965250357,0.537739003387219,0.23044494192387294,1.2699369748433431
2.5,3,FCM,0.4582149023046384,0.3473399599022175,64.48539954060499,0.738395032472917,0.5538257224985094,0.20107915276611135,0.02977298895517985
2.5,3,KFCM,0.45108342211051977,0.3362447685744926,66.21937082817429,0.7806516489037876,0.4943508040130745,0.2287004686623973,0.06799692312876383
2.5,3,MKFCM,0.44673333344434635,0.3340758975809345,66.52880640105012,0.8065733277570656,0.48956915210369584,0.23238048594126756,0.06451117197672526
2.5,3,GK-FCM,0.28586140574122754,0.29314199547733993,79.62466810326791,1.2233495260920193,0.5302163385751154,0.2986768619888929,0.10671767393747965
2.5,3,K-Means,0.4665847441900014,0.357793388710272,157.70400815035944,0.716482156943549,1.0,0.3874725525572346,0.038051390647888185
2.5,3,ImprovedGathGeva,0.3166562482473743,0.23065254736971602,243.57656125954009,2.0787910052995735,0.9591839870707582,1.5652496030001743,0.03897188504536946
2.5,3,IFCM,0.4582149023046384,0.3473399599022175,64.48539954768074,0.738395032472917,0.5538246392494659,0.2010793152399555,0.3674937884012858
2.5,5,rseKFCM,0.5103823780554327,0.36088001594958474,28.943254353365024,0.6456723994135852,0.4274693445517517,0.11539721869910599,1.4582575956980388
2.5,5,spKFCM,0.5393515917772346,0.3788381227327544,27.275600722169102,0.5970998951094286,0.4343306320981361,0.10069345435681884,6.506458791097005
2.5,5,oKFCM,0.5405104113894109,0.3878769574089385,27.060907526261207,0.5970810488809095,0.43726775911680105,0.0997329100596191,5.791986513137817
2.5,5,FCM,0.551898439670573,0.3642670239149862,24.827968788530658,0.5736747520522847,0.4706277160598758,0.08109920478884299,0.04118326505025228
2.5,5,KFCM,0.43255801338874617,0.33850720245947485,26.559797636390673,0.7616241251957169,0.39483532272933747,0.21227614116357174,0.1059960126876831
2.5,5,MKFCM,0.4296475169979918,0.339132613889402,26.82633411782338,0.7613219650008209,0.38849920773782387,0.2172125485986092,0.10924412409464518
2.5,5,GK-FCM,0.38591208718179837,0.3592815252808942,27.689567678735063,0.7976436143621153,0.44862840612546534,0.19602966156091922,0.1617961645126343
2.5,5,K-Means,0.5546571631111091,0.41664341513732767,65.5684081557168,0.5722356162263352,1.0,0.20911764938025768,0.050373538335164385
2.5,5,ImprovedGathGeva,0.3630279358899049,0.2802225703804455,131.3249679935363,1.1032500370485911,0.9719811784768555,0.92180663994708,0.07886083126068115
2.5,5,IFCM,0.551898439670573,0.3681154156900126,24.827968708484818,0.5736747520522847,0.47062842398596244,0.08109951692639308,1.0342662413914998
