Silhouette_2D,Silhouette_3D,WCSS_2D,WCSS_3D,Davies_Bouldin_2D,Davies_Bouldin_3D,Partition_Coefficient_2D,Partition_Coefficient_3D,Xie_Beni_2D,Xie_Beni_3D,Iterations,Time
0.30803754122983656,0.28635622401427163,124.76208067484136,211.7422449661089,0.9755264858450687,1.156153236033489,0.8875911953589579,0.8553543403301811,1.0462555547348789,0.8876236778917367,47,0.09625768661499023
0.41720145413789067,0.28333833812507,77.43470845431928,219.46516354631626,0.7862340326468165,1.170020081909177,0.8900748369861741,0.8211045764192886,0.37503343511987863,0.6357480615145797,91,0.15361571311950684
0.41720145413789067,0.2360075420142247,77.43369935395259,241.1544329220017,0.7862340326468166,1.1460789366145343,0.8900733328663708,0.8688550240436519,0.375014652141841,1.0574764334992517,60,0.11720156669616699
0.5408063031839764,0.27161458070903427,63.57332769576351,207.6374255366633,0.583520548776281,0.9615783758373334,0.9123430944148548,0.8601601883584766,0.20911979325904492,0.6434778473800558,79,0.1341559886932373
0.5408063031839764,0.3573256056233353,63.57346152387343,167.59534622959862,0.5835205487762809,1.0016528233982165,0.9123430312349771,0.8478674467731675,0.20912270498946647,0.5723177316387625,44,0.1002507209777832
0.30803754122983656,0.29763093650949046,124.76210822240647,200.26063861672884,0.9755264858450687,1.1497377461694054,0.8875912195339205,0.8397280469119311,1.0462560208383653,0.7005563608490216,54,0.10623359680175781
0.4336915960700556,0.28635622401427163,73.88586736528845,211.7445568607056,0.7399076493277374,1.156153236033489,0.8846571847151742,0.8553508232054358,0.32465601196955324,0.8876460272649686,46,0.08929562568664551
0.30328295596975,0.2766749480714958,124.35417686227407,180.79794028204748,0.9085646440159824,1.1695353807159878,0.8864166653347334,0.8581508175667766,1.0049992488930173,0.8944888824122315,39,0.09426617622375488
0.41720145413789067,0.3210470164914972,77.43468207930015,196.6764483227542,0.7862340326468166,1.0917705567084677,0.8900747962770308,0.8624588311740546,0.3750329462284863,0.6841881360123037,43,0.09426140785217285
0.5408063031839764,0.3154202081252175,63.57351890332953,199.98872117826156,0.5835205487762809,1.0904097375198787,0.9123425635879676,0.8488210297346005,0.20912361112944772,0.641613793073648,66,0.11919689178466797
0.5408063031839764,0.3573256056233353,63.57350903074548,167.59529995552123,0.583520548776281,1.0016528233982165,0.9123426441814874,0.8478670577914922,0.20912345532599044,0.5723188017532855,42,0.13915777206420898
0.4336915960700556,0.29763093650949046,73.88412189763886,200.25842784017854,0.7399076493277374,1.1497377461694052,0.8846531808210716,0.8397245245803081,0.32463026602309764,0.7005288391174015,51,0.09183979034423828
0.5408063031839764,0.3154202081252175,63.57351274093699,199.98866219592477,0.5835205487762809,1.0904097375198787,0.9123426130060976,0.8488212055153209,0.20912351319665412,0.6416137083533242,66,0.11619925498962402
0.29635032601418937,0.3573256056233353,92.08194101535811,167.5952959500583,1.0502979944936346,1.0016528233982165,0.8616007345522644,0.8478670883327912,0.7421032581335755,0.572318923205816,50,0.10722208023071289
0.30328295596975,0.3573256056233353,124.35416466602952,167.5953390408385,0.9085646440159824,1.0016528233982165,0.8864166024335275,0.8478673555851753,1.004999314563112,0.5723180421527014,52,0.10913515090942383
0.30803754122983656,0.28635622401427163,124.76128794598849,211.7423292934171,0.9755264858450687,1.156153236033489,0.8875904512807771,0.8553542127386089,1.0462427931839053,0.887624497958252,49,0.10526609420776367
0.30803754122983656,0.27161458070903427,124.76071745187781,207.633768828646,0.9755264858450687,0.9615783758373334,0.8875901672244404,0.8601587137621124,1.0462302515953859,0.6434721456579158,71,0.1207420825958252
0.30328295596975,0.3573256056233353,124.35416252357996,167.59534063931508,0.9085646440159824,1.0016528233982165,0.8864165874724194,0.8478673473897714,1.0049994279033978,0.5723179921474482,51,0.0942840576171875
0.30328295596975,0.3573256056233353,124.35434676443529,167.59536733059565,0.9085646440159824,1.0016528233982165,0.8864175561790458,0.8478675320936463,1.0049980093814637,0.572317460539525,66,0.12476563453674316
